标题,地块编号,省份,城市,总面积,建设用地面积,规划建筑面积,代征面积,容积率,绿化率,商业比例,建筑密度,限制高度,出让形式,出让年限,位置,四至,规划用途,交易状况,竞得方,起始日期,截止日期,成交日期,交易低点,起始价,成交价,楼面地价,溢价率,土地公告,咨询电话,保证金,最小加价幅度,
双流县九江街道万家社区5、6组,地块编号：SLG-(07/05)-2015-009,四川,成都,138762,138762,416285,暂无,＞1，≤3,暂无,暂无,≤30%,满足航空限高要求,拍卖,住宅用地?70年;商业用地40年,双流县九江街道万家社区5、6组,双流县九江街道万家社区5、6组,住宅用地兼容商服用地（兼容比例≤10%）,已成交,成都万科房地产有限公司,2015/11/19,2015/11/19,2015/11/19,成都市高新区天府大道北段966号天府国际金融中心7号楼,43710万元,43710万元,1050元,暂无,双流县九江街道万家社区5、6组土地公告,http://industrydown.fang.com/tudi/20151030/chengguozitupaigao[2015]45hao.docx,028-85987887,13500万元,暂无
双流县九江街道万家社区4、5、6组,地块编号：SLG-（07/05）-2015-010,四川,成都,135561,135561,406683,暂无,＞1，≤3,暂无,暂无,≤30%,满足航空限高要求,拍卖,住宅用地?70年;商业用地40年,双流县九江街道万家社区4、5、6组,双流县九江街道万家社区4、5、6组,住宅用地兼容商服用地（兼容比例≤10%）,已成交,成都万科房地产有限公司,2015/11/19,2015/11/19,2015/11/19,成都市高新区天府大道北段966号天府国际金融中心7号楼,42702万元,42702万元,1050元,暂无,双流县九江街道万家社区4、5、6组土地公告,http://industrydown.fang.com/tudi/20151030/chengguozitupaigao[2015]45hao.docx,028-85987887,13000万元,暂无
金堂工业园区东区，北邻节能大道，南邻星瑞路，西邻云瑞路，东邻四川深蓝环保设备制造有限公司工业用地,地块编号：JT-2015-3-7(H050),四川,成都,57791,57791,52012,暂无,大于或等于0.9,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂工业园区东区，北邻节能大道，南邻星瑞路，西邻云瑞路，东邻四川深蓝环保设备制造有限公司工业用地,金堂工业园区东区，北邻节能大道，南邻星瑞路，西邻云瑞路，东邻四川深蓝环保设备制造有限公司工业用地,工业用地,未成交,暂无,2015/11/3,2015/11/17,暂无,金堂县公共资源交易服务中心,1040万元,暂无,暂无,暂无,金堂工业园区东区，北邻节能大道，南土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,525万元,暂无
金堂县成阿工业园区，北邻项目用地，南邻防护绿地，西邻项目用地，东邻街头绿地,地块编号：JT-2015-3-11(B7-2),四川,成都,38687,38687,38687,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,40年,金堂县成阿工业园区，北邻项目用地，南邻防护绿地，西邻项目用地，东邻街头绿地,金堂县成阿工业园区，北邻项目用地，南邻防护绿地，西邻项目用地，东邻街头绿地,工业用地,已成交,成都新龙盛再生资源回收有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,696万元,696万元,180元,暂无,金堂县成阿工业园区，北邻项目用地，土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,350万元,暂无
高新区中和街道龙灯山社区十二、十六组,地块编号：GX2015-37（211/214）,四川,成都,28269,28269,39576,暂无,≥1，≤1.4,暂无,≤20,≤40,≤50,挂牌,40年,高新区中和街道龙灯山社区十二、十六组,高新区中和街道龙灯山社区十二、十六组,其他商服用地、商业用地,已成交,河北新张药股份有限公司,2015/11/3,2015/11/17,2015/11/17,成都市高新区天府大道北段966号天府国际金融中心7号楼,6107万元,6107万元,1543元,暂无,高新区中和街道龙灯山社区十二、十六土地公告,http://industrydown.fang.com/tudi/20151013/chengguozituguagao[2015]38hao.docx,028-85987887,1800万元,暂无
蒲阳镇和平社区7组,地块编号：JY-HP-15-003,四川,成都,13118,13118,13118,暂无,≥1,≤20,暂无,≥40,暂无,挂牌,50年,蒲阳镇和平社区7组,蒲阳镇和平社区7组,工业用地,已成交,都江堰市三丰塑胶有限责任公司,2015/11/3,2015/11/17,2015/11/17,都江堰市公共资源交易服务中心开标室,315万元,315万元,240元,暂无,蒲阳镇和平社区7组土地公告,http://industrydown.fang.com/tudi/20151021/dugongzituguagao[2015]03hao.docx,暂无,80万元,暂无
蒲阳镇金凤村9组,地块编号：JY-JF-15-006,四川,成都,7199,7199,7199,暂无,≥1,≤20,暂无,≥40,暂无,挂牌,50年,蒲阳镇金凤村9组,蒲阳镇金凤村9组,工业用地,已成交,成都精容电子有限公司,2015/11/3,2015/11/17,2015/11/17,都江堰市公共资源交易服务中心开标室,173万元,173万元,240元,暂无,蒲阳镇金凤村9组土地公告,http://industrydown.fang.com/tudi/20151021/dugongzituguagao[2015]03hao.docx,暂无,50万元,暂无
新都区木兰镇分水社区,地块编号：XD2015-33（214）,四川,成都,4656,4656,2793,暂无,≤0.6,暂无,暂无,≤40,暂无,挂牌,商业用地40年,新都区木兰镇分水社区,新都区木兰镇分水社区,其他商服用地（加油加气站用地）,未成交,暂无,2015/11/3,2015/11/17,暂无,成都市高新区天府大道北段966号天府国际金融中心7号楼,1117万元,暂无,暂无,暂无,新都区木兰镇分水社区土地公告,http://industrydown.fang.com/tudi/20151013/chengguozituguagao[2015]38hao.docx,028-85987887,447万元,暂无
金堂工业园区东区，北邻成都市卡尼亚鞋业有限公司工业用地，南邻成都市仙美妮鞋业有限公司工业用地，西邻洲城大道，东邻现代大道,地块编号：JT-2015-3-1(H043),四川,成都,30152,30152,27137,暂无,大于或等于0.9,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂工业园区东区，北邻成都市卡尼亚鞋业有限公司工业用地，南邻成都市仙美妮鞋业有限公司工业用地，西邻洲城大道，东邻现代大道,金堂工业园区东区，北邻成都市卡尼亚鞋业有限公司工业用地，南邻成都市仙美妮鞋业有限公司工业用地，西邻洲城大道，东邻现代大道,工业用地,已成交,成都杰瑞新材料有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,543万元,543万元,200元,暂无,金堂工业园区东区，北邻成都市卡尼亚土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,275万元,暂无
金堂工业园区东区，北邻节能大道，南邻排洪沟，西邻河北华美企业集团成都新型建材有限公司工业用地，东邻环保大道,地块编号：JT-2015-3-5(H066),四川,成都,100794,100794,100794,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂工业园区东区，北邻节能大道，南邻排洪沟，西邻河北华美企业集团成都新型建材有限公司工业用地，东邻环保大道,金堂工业园区东区，北邻节能大道，南邻排洪沟，西邻河北华美企业集团成都新型建材有限公司工业用地，东邻环保大道,工业用地,已成交,中节能（成都）环保生态产业有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,1814万元,1814万元,180元,暂无,金堂工业园区东区，北邻节能大道，南土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,910万元,暂无
成都工业战略前沿区起步区，北邻绿化用地，南邻工业用地，西邻西干线，东邻绿化用地,地块编号：JT-2015-3-8(H071),四川,成都,66137,66137,66137,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,成都工业战略前沿区起步区，北邻绿化用地，南邻工业用地，西邻西干线，东邻绿化用地,成都工业战略前沿区起步区，北邻绿化用地，南邻工业用地，西邻西干线，东邻绿化用地,工业用地,已成交,普洛斯（金堂）仓储设施有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,1190万元,1190万元,180元,暂无,成都工业战略前沿区起步区，北邻绿化土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,600万元,暂无
金堂工业园区东区，北邻排洪沟，南邻雪瑞路，西邻排洪沟，东邻环保大道,地块编号：JT-2015-3-9(H067),四川,成都,124684,124684,124684,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂工业园区东区，北邻排洪沟，南邻雪瑞路，西邻排洪沟，东邻环保大道,金堂工业园区东区，北邻排洪沟，南邻雪瑞路，西邻排洪沟，东邻环保大道,工业用地,已成交,中节能（成都）环保生态产业有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,2244万元,2244万元,180元,暂无,金堂工业园区东区，北邻排洪沟，南邻土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,1130万元,暂无
金堂县成阿工业园内，北邻湖南路，南邻泸蓉高速公路，西邻四川韦克电缆有限公司用地，东邻成阿大道,地块编号：JT-2015-3-16(C11-2),四川,成都,25489,25489,22940,暂无,大于或等于0.9,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂县成阿工业园内，北邻湖南路，南邻泸蓉高速公路，西邻四川韦克电缆有限公司用地，东邻成阿大道,金堂县成阿工业园内，北邻湖南路，南邻泸蓉高速公路，西邻四川韦克电缆有限公司用地，东邻成阿大道,工业用地,已成交,成都市荣骏光源科技有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,495万元,495万元,216元,暂无,金堂县成阿工业园内，北邻湖南路，南土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,250万元,暂无
金堂工业园区东区，北邻光华路，南邻环保大道，西邻成都金河诚信环保科技有限公司工业用地，东邻光裕路,地块编号：JT-2015-3-14(H049),四川,成都,41033,41033,36930,暂无,大于或等于0.9,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂工业园区东区，北邻光华路，南邻环保大道，西邻成都金河诚信环保科技有限公司工业用地，东邻光裕路,金堂工业园区东区，北邻光华路，南邻环保大道，西邻成都金河诚信环保科技有限公司工业用地，东邻光裕路,工业用地,未成交,暂无,2015/11/3,2015/11/17,暂无,金堂县公共资源交易服务中心,739万元,暂无,暂无,暂无,金堂工业园区东区，北邻光华路，南邻土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,375万元,暂无
金堂工业园区西区，北邻东干道，南邻四川川锅锅炉有限公司，西邻东三路，东邻四川瑞致电工钢有限公司,地块编号：JT-2015-3-15(Z040),四川,成都,27399,27399,27399,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂工业园区西区，北邻东干道，南邻四川川锅锅炉有限公司，西邻东三路，东邻四川瑞致电工钢有限公司,金堂工业园区西区，北邻东干道，南邻四川川锅锅炉有限公司，西邻东三路，东邻四川瑞致电工钢有限公司,工业用地,已成交,四川川净洁净技术股份有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,493万元,493万元,180元,暂无,金堂工业园区西区，北邻东干道，南邻土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,250万元,暂无
金堂县成阿工业园区，北邻绿化用地，南邻绿化用地，西邻成都易态科技有限公司工业用地，东邻成都利华德瑞水处理有限公司工业用地,地块编号：JT-2015-3-10(H70),四川,成都,56501,56501,56501,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,50年,金堂县成阿工业园区，北邻绿化用地，南邻绿化用地，西邻成都易态科技有限公司工业用地，东邻成都利华德瑞水处理有限公司工业用地,金堂县成阿工业园区，北邻绿化用地，南邻绿化用地，西邻成都易态科技有限公司工业用地，东邻成都利华德瑞水处理有限公司工业用地,工业用地,已成交,成都住友富士电梯有限公司,2015/11/3,2015/11/17,2015/11/13,金堂县公共资源交易服务中心,1017万元,1017万元,180元,暂无,金堂县成阿工业园区，北邻绿化用地，土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,510万元,暂无
金堂工业园区东区，北邻良丰路，南邻成都市节能环保产品展销中心用地，西邻安徽路，东邻成都水城混凝土有限公司工业用地,地块编号：JT-2015-3-2(H062),四川,成都,24982,24982,24982,暂无,大于或等于1,小于或等于20,暂无,大于或等于40,暂无,挂牌,40年,金堂工业园区东区，北邻良丰路，南邻成都市节能环保产品展销中心用地，西邻安徽路，东邻成都水城混凝土有限公司工业用地,金堂工业园区东区，北邻良丰路，南邻成都市节能环保产品展销中心用地，西邻安徽路，东邻成都水城混凝土有限公司工业用地,工业用地,未成交,暂无,2015/11/3,2015/11/17,暂无,金堂县公共资源交易服务中心,450万元,暂无,暂无,暂无,金堂工业园区东区，北邻良丰路，南邻土地公告,http://www.landchina.com/DesktopModule/BizframeExtendMdl/workList/bulWorkView.aspx?wmguid=20aae8dc-4a0c-4af5-aedf-cc153eb6efdf&recorderguid=294109dc-f18e-4290-9f76-0b6d890cbc1c&sitePath=,028-84923969,230万元,暂无
蒲阳镇金凤村9组,地块编号：JY-JF-15-005,四川,成都,12225,12225,12225,暂无,≥1,≤20,暂无,≥40,暂无,挂牌,50年,蒲阳镇金凤村9组,蒲阳镇金凤村9组,工业用地,已成交,成都精容电子有限公司,2015/11/3,2015/11/17,2015/11/17,都江堰市公共资源交易服务中心开标室,293万元,293万元,240元,暂无,蒲阳镇金凤村9组土地公告,http://industrydown.fang.com/tudi/20151021/dugongzituguagao[2015]03hao.docx,暂无,80万元,暂无
